@relation LibReaderClassificationProblem

@attribute bookname string
@attribute author string
@attribute publisher string
@attribute topic string
@attribute categorycode string
@attribute acquirecode string
@attribute lang string
@attribute Class {人文科学,自然科学,社会科学,科学技术,其他}

@data
英美文学赏析,洪流,合肥中国科学技术大学出版社2007,英语,H319.4,H319.4/H753.5,eng,人文科学
雪山飞狐,'金庸,',广州广州出版社2008,侠义小说,I247.58,I247.58/J459.0-19,chi,人文科学
天朝落日,彭勇,北京东方出版社2006,古代史,K220.7,K220.7/P269.0,chi,人文科学
增广贤文全书,司马哲,北京中国长安出版社2009,增广贤文,H194.1,H194.1/S459,chi,人文科学
中美英语新闻广播常用语,朱先穆,合肥安徽大学出版社1998,广播节目,H31,H31/Z389.5,chieng,人文科学
英汉比较研究与翻译,萧立明,上海上海外语教育出版社2002,英语,H31,H31/X417.55,chieng,人文科学
英汉互译实践与技巧,'许建平,',北京清华大学出版社2007,英语,H315.9,H315.9/X846-4,chi,人文科学
英汉口译技巧与实践,任静生,合肥合肥工业大学出版社2008,英语,H315.9,H315.9/R254.7,chieng,人文科学
英汉语篇衔接手段对比研究,朱永生,上海上海外教出版社2001,英语,H31,H31/Z389.7,chieng,人文科学
恍然大悟,'陈德彰,',北京中国书籍出版社2009,英语,H315.9,H315.9/C325.29-4,chieng,人文科学
心经活学活用,释迦牟尼,北京中国电影出版社2005,心经,B942.1,B942.1/S344,chi,人文科学
'Move on, move up :','White, Paula.',null,null,null,B97/W347.6,null,自然科学
'eclipse /','Meyer, Stephenie,',null,null,null,I712.45/M292.7-4,null,自然科学
'Sam\'s letters to Jennifer :','Patterson, James,',null,null,null,I712.45/P177.4-9,null,自然科学
名侦探的诅咒,'东野圭吾,',海口南海出版社2010,长篇小说,I313.45,I313.45/D769-17,chi,人文科学
子夜惊魂,佚名,西安陕西师范大学出版社2003,惊险小说,I247.56,I247.56/Y450,chi,人文科学
21世纪大学新英语读写译教程,'邹申,',上海复旦大学出版社2010,英语,H31,H31/Z787.0-1,chieng,人文科学
血纸人,'亦农,',北京中国人民公安大学出版社2010,恐怖小说,I247.56,I247.56/Y450.2,chi,人文科学
'Living with a single parent','Rosenberg, Maxine B.',null,null,null,I712.86/R772.5,null,自然科学
笑傲江湖,金庸,广州广州出版社2008,侠义小说,I247.58,I247.58/J459.0-17,chi,人文科学
生命中的至爱,'法戈,',北京外语教学与研究出版社2004,英语,I712.25,I712.25/F132,chieng,人文科学
'小平说, 什么是中国特色社会主义','解聘如,',北京现代教育出版社2008,漫画,J228.2,J228.2/X426.6,chieng,人文科学
正说明朝十八臣,桑希臣,西安陕西人民出版社2006,大臣,K827.48,K827.48/S169.1,chi,人文科学
幽冥怪谈之夜话,宁航一,西安陕西师范大学出版社2008,推理小说,I247.56,I247.56/N463.9,chi,人文科学
变身,东野圭吾,海口南海出版公司2009,长篇小说,I313.456,I313.456/D769-2,chi,人文科学
'Meditation express :','Butler-Ross, Nancy.',null,null,null,B849/B875.5,null,自然科学
'The mother\'s guide to the meaning of life :','Rosenthal, Amy Krouse.',null,null,null,B844.5/R772.1,null,自然科学
'What makes a man :','Walker, Rebecca,',null,null,null,B844.6/W154.6,null,自然科学
风月连城,步非烟,南昌二十一世纪出版社2007,侠义小说,I247.58,I247.58/B829-1,chi,人文科学
'Seven things that steal your joy :','Meyer, Joyce,',null,null,null,B97/M292.4-1,null,自然科学
第七张剧照,暖冰,北京中国友谊出版公司2010,长篇小说,I247.56,I247.56/N951.0,chi,人文科学
'Someone to watch over me','Churchill, Jill',null,null,null,I712.45/C386.4,null,自然科学
生命的意义,格里夫,北京中信出版社2002.08,人生观,B821-49,B821-49/G254,chieng,人文科学
女神,郭沫若,北京外文出版社2001,新诗,H319.4:I226,H319.4:I226/G875.5,chieng,人文科学
杜甫诗选,杜甫,北京外文出版社2001,杜诗,H319.4:I222.742.3,H319.4:I222.742.3/D820,chieng,人文科学
'The book of no :','Newman, Susan.',null,null,null,B848/N285.7,null,自然科学
'The eco-kids','Makris, Kathryn',null,null,null,I712.45/M146.4/1,null,自然科学
'Holding the baby /','Milne, Rosie.',null,null,null,I561.45/M455.62,null,自然科学
活着还是死去,泰戈尔,北京中国书籍出版社2008,短篇小说,H319.4:I,H319.4:I/T143-2,chieng,人文科学
致我亲爱的女儿,舒茨,北京机械工业出版社2011,英语,H319.4:I712,H319.4:I712/S381,chieng,人文科学
正说明朝十六帝,陈时龙,北京中华书局2005,皇帝,K827=48,K827=48/C325.75,chi,人文科学
翻译辨误,陈德彰,北京外语教学与研究出版社2007,英语,H315.9,H315.9/C325.29-1,chieng,人文科学
中国文人非正常死亡实录,黄勇,北京光明日报出版社2003-,作家,K825.6,K825.6/H816.90/1,chi,人文科学
'Chinese culture /','Yu, Dong',null,null,null,K203/Y82,null,自然科学
爸爸的秘密生活,斯特罗恩,北京人民文学出版社2009,短篇小说,I561.45,I561.45/S472.1,chi,人文科学
现代汉语谚语词典,温端政,上海上海辞书出版社2009,汉语,H136.3-61,H136.3-61/W252.9-3,chi,人文科学
李清照词英译对比研究,'郦青,',上海上海三联书店2009,'李清照,',H315.9,H315.9/L560,chieng,人文科学
时事新闻,张同冰,北京中国书籍出版社2004,新闻报道,H319.4,H319.4/Z316.71,chieng,人文科学
商务外贸英语口语即学即用,浩瀚,北京机械工业出版社2008,商务,H319.9,H319.9/H173.0-60,chieng,人文科学
唐宋名家千古绝句100首,'许渊冲,',长春吉林文史出版社2004,绝句,H319.4:I222.742,H319.4:I222.742/X891-1,chieng,人文科学
'Temple Fairs in China.','Liao, Pin',null,null,null,K892/L417.6,null,自然科学
繁星·春水,'冰心,',南京译林出版社2011,英语,H319.4:I227,H319.4:I227/B469.0,chieng,人文科学
论语全译,侯信杰,济南齐鲁书社2008,论语,B222.24,B222.24/H789.4,chiengjpn,人文科学
文化奇观大揭秘,姜庆和,北京中央编译出版社2009,文化史,K203-49,K203-49/J416.63,chi,人文科学
外贸函电,仲鑫,北京机械工业出版社2006,对外贸易,H315-43,H315-43/Z376.90,chieng,人文科学
望文生“译”,'成昭伟,',北京国防工业出版社2010,英语,H315.9,H315.9/C326.98-5,chieng,人文科学
叩问心灵的100个人生问题,'傅佩荣,',合肥黄山书社2010,人生哲学,B821-49,B821-49/F866-2,chi,人文科学
'Can you keep a secret?','Kinsella, Sophie',null,null,null,I712.45/K457.7,null,自然科学
中国神话与英雄传说,郭精锐,广州暨南大学出版社2011,神话,I277.5,I277.5/G874.6,chi,人文科学
'笑吧, 千万别忍着',苏豫,北京时事出版社2011.08,笑话,I17,I17/S890,chi,人文科学
好色一代男,李正伦,济南山东文艺出版社1994,长篇小说,I313.43,I313.43/J469.93,chi,人文科学
地狱的第19层,蔡骏,南宁接力出版社2005,长篇小说,I247.5,I247.5/C144.0,chi,人文科学
妻妾成群,苏童,昆明云南人民出版社2002,中篇小说,I247.7,I247.7/S870/1,chi,人文科学
中、高级口译词汇、短语巧记速记,康志峰,上海上海三联书店2006,英语,H315.9,H315.9/K169.2-5,chieng,人文科学
商务英语英汉口译,王红卫,武汉武汉大学出版社2005,商务,H315.9,H315.9/W163.81,chieng,人文科学
实用商务英语翻译教程,李朝,上海复旦大学出版社2003,商务,H315.9,H315.9/L41,chieng,人文科学
想法,'斋藤一人,',北京东方出版社2010,成功心理,B848.4,B848.4/Z314,chi,人文科学
荒墟玫瑰园,蔡落如,南宁广西人民出版社2008,恐怖小说,I247.56,I247.56/C145.6,chi,人文科学
佛教常识,佛光星云,上海上海辞书出版社2008,佛教,B94,B94/F739.9-1,chi,人文科学
青楼文学与中国文化,'陶慕宁,',北京东方出版社2006,通俗文学,I206.2,I206.2/T175.5,chi,人文科学
佛教常识答问,'赵朴初,',北京北京出版社2011,佛教,B94-44,B94-44/Z317.61-1,chi,人文科学
美妙玄思说道家,安继民,武汉湖北人民出版社2011,道家,B223.05,B223.05/A545,chi,人文科学
历代名句鉴赏,'谢谦,',武汉长江文艺出版社2009,名句,H136.3,H136.3/X426.0,chi,人文科学
世界诡异传说,菲斯克,北京新世界出版社2010,文化史,K103,K103/F247,chi,人文科学
论语的生活智慧,曾仕强,西安陕西师范大学出版社2009,论语,B222.25,B222.25/Z267.6,chi,人文科学
论语的智慧,'傅佩荣,',合肥黄山书社2009,论语,B222.25,B222.25/F866-5,chi,人文科学
日本推理名作选,'黑岩泪香,',长春吉林出版集团公司2009,推理小说,I313.45,I313.45/H249.1,chi,人文科学
那又怎么样,'渡边淳一,',北京文化艺术出版社2004,长篇小说,I313.45,I313.45/D814/15,chi,人文科学
'The lovely bones /','Sebold, Alice,',null,null,null,I712.45/S217.1-2,null,自然科学
西方经典爱情诗·抒情诗,李卉,北京西苑出版社2005,英语,H319.4:I12,H319.4:I12/L430,chieng,人文科学
'公开! 小崔的外企英语日记',李丽娜,合肥安徽科学技术出版社2010,商务,H31,H31/L455,chieng,人文科学
会读史是本事,黎靖,北京世界知识出版社2007,历史人物,K811,K811/L440.1,chi,人文科学
情景口才技巧与素材全书,邹远,北京企业管理出版社2009,口才学,H019-49,H019-49/Z789.0,chi,人文科学
英语辞格,徐鹏,北京商务印书馆1996.7,英语,H315,H315/X860,chi,人文科学
流行美语,<BR>,上海上海世界图书出版公司2004,英语,H313.3,H313.3/L959,chieng,人文科学
英语超强纠错,庞冬,北京北京理工大学出版社2007,英语,H314.3,H314.3/P162.0,chieng,人文科学
译海精要,赵朋,合肥合肥工业大学出版社2007,英语,H315.9,H315.9/Z317.60,chieng,人文科学
世上另一个我,佩卡宁,长沙湖南文艺出版社2011,长篇小说,I712.45,I712.45/P244,chi,人文科学
细说后妃,'赵剑敏,',北京中国人民大学出版社2007,后妃,K828.5,K828.5/Z317.45,chi,人文科学
西方经典悬念故事,余无夜,北京中国书籍出版社2010,故事,I14,I14/Y889-1,chi,人文科学
魔鬼辞典,比尔斯,武汉长江文艺出版社2005,杂文,I712.65,I712.65/B426,chieng,人文科学
蜜蜂的哲学,彭伯西,北京中信出版社2008,寓言,I712.74,I712.74/P261,chi,人文科学
'Excel 2007电子表格',卓越文化,北京电子工业出版社2010,表处理软件,TP391.13,TP391.13/Z983,chi,科学技术
经典网页制作DIY,朱仁成,西安西安电子科技大学出版社2002,网页,TP393.092,TP393.092/Z386.1,chi,科学技术
九三年,'雨果,',上海上海译文出版社2004,长篇小说,I565.44,I565.44/Y838/17,chi,人文科学
'中文版Dreamweaver 8网页制作傻瓜书',张春虎,北京清华大学出版社2007,'网页制作工具, Dreamweaver 8',TP393.092,TP393.092/Z316.13,chi,科学技术
'Word·Excel 2007完全掌握',张辉,北京清华大学出版社2009,'文字处理系统, Word 2007',TP391.12,TP391.12/Z316.30,chi,科学技术
有你我不怕,阿曼尼提,上海上海人民出版社2007,中篇小说,I546.84,I546.84/A515.1,chi,人文科学
九三年,雨果,南京译林出版社1998,长篇小说,I565.44,I565.44/Y838/5,chi,人文科学
印度,科拉纳德,北京旅游教育出版社2009,印度,K935.1,K935.1/K251,chi,人文科学
红尘逸事,宋迪,北京新华出版社2008,情感,B842.6-49,B842.6-49/S762.0,chi,人文科学
一日重生,阿尔博姆,上海上海译文出版社2007,长篇小说,I712.45,I712.45/A261-1,chi,人文科学
切·格瓦拉,'加夫里科夫,',北京国际文化出版公司2007,格瓦拉,K837.517=5,K837.517=5/J412,chi,人文科学
百年留影,徐威明,北京世界知识出版社1999.1,世界史,K15-64,K15-64/X885/1,chi,人文科学
细说巩利,王戈,南京江苏文艺出版社1992.11,'巩利,1965-',K825.7,K825.7/W163.0,chi,人文科学
最酷英语顶尖300句,单力,成都四川人民出版社2001,英语,H319.9,H319.9/S315.50,chieng,人文科学
与老外炫最习语,成应翠,北京国防工业出版社2010,英语,H319.9,H319.9/C326.91-7,chieng,人文科学
印度,王树英,北京当代世界出版社1998,印度,K935.1,K935.1/W167.9,chi,人文科学
莫小米自选集之你是谁,莫小米,上海上海远东出版社2008,随笔,I267.1,I267.1/M795-1,chi,人文科学
越狱,越狱完整中英文对照剧本编辑部,江西江西文化音像出版社,英语,H319.9,H319.9/Y989.99,chieng,人文科学
轻松掌握英语短语,浩瀚,北京中国书籍出版社2001,英语,H314.3,H314.3/H173.0/4,chi,人文科学
海论的发现,徐海论,西安陕西师范大学出版社2002,英语,H319.9,H319.9/X835/1/2,chieng,人文科学
情境英语速成会话,萧珮,上海华东理工大学出版社2010,英语,H319.9,H319.9/X417.601,chieng,人文科学
英语口语另类用法手册,徐蔚,北京国防工业出版社2006,英语,H319.9,H319.9/X880,chieng,人文科学
地道美国口语手册,吕军,哈尔滨哈尔滨工业大学出版社2007,英语,H319.9,H319.9/L840.3,chieng,人文科学
英国经典小说导读与鉴赏,李冀宏,长沙湖南师范大学出版社2006,英语,H319.4:I14,H319.4:I14/L443,chieng,人文科学
看漫画学英语口语,耿秉钧,北京外文出版社2003,英语,H319.9,H319.9/G261.4/4,chieng,人文科学
体育英语频道,赖世雄,重庆重庆大学出版社2008,体育,H31,H31/L147.9,chieng,人文科学
实用体育英语,黄菁,重庆西南师范大学出版社2006,体育,H31,H31/H964.0,chieng,人文科学
体育英语,梁绯,武汉武汉大学出版社2008,体育,H319.9,H319.9/L416.20-1,chieng,人文科学
英语词语陷阱,曹路漫,广州中山大学出版社2009,英语,H313,H313/C175.5,chieng,人文科学
警察英语,石支齐,北京外文出版社2002,警察,H319.9,H319.9/S349.6,chieng,人文科学
贸易函电英文写作案例大全,王金荣,北京中国宇航出版社2009,对外贸易,H315,H315/W164.61,chieng,人文科学
时尚美语,'Weber, Matt',北京外文出版社2000.1,英语,H313.3,H313.3/W212.5,chi,人文科学
你也可以说一口漂亮的英语名句,远山显,北京中国对外翻译出版公司2001,英语,H319.9,H319.9/Y815,chieng,人文科学
容易误译的英语,何炳威,北京外语教学与研究出版社2009,英语,H315.9,H315.9/H218-1,chieng,人文科学
希腊罗马神话与传说中的恋爱故事,'郑振铎,',上海上海书店出版社2006,神话,I545.73,I545.73/Z326.92-2,chi,人文科学
综合汉英翻译教程,王述文,北京国防工业出版社2010,英语,H315.9,H315.9/W167.8-1,chieng,人文科学
地道英语,浩瀚,北京中国书籍出版社2001,英语,H319.9,H319.9/H173.0/12,chieng,人文科学
英语大赢家电台同步播讲版,江涛,北京石油工业出版社2008,英语,H319.9,H319.9/J416.70-4,chieng,人文科学
酷哥辣妹说美语,张玛丽,广州广东世界图书出版公司2002,英语,H319.9,H319.9/Z316.551/1,chi,人文科学
最文化口语,江涛,北京机械工业出版社2008,英语,H319.9,H319.9/J416.70-5,chieng,人文科学
流利英语不可不知的3000个背景常识,江涛,北京石油工业出版社2010,英语,H319.4,H319.4/J416.70-10,chieng,人文科学
英汉笔译教程,马建丽,北京中国传媒大学出版社2008,英语,H315.9,H315.9/M145,chieng,人文科学
英语翻译入门,赵磊,天津南开大学出版社2010,英语,H315.9-43,H315.9-43/Z317.50,chieng,人文科学
迟子建散文,'迟子建,',北京人民文学出版社2008,散文,I267,I267/C349.4-4,chi,人文科学
当代英语语法精义,方永德,上海上海科技教育出版社2007,英语,H314,H314/F169.2-1,chieng,人文科学
论中国人的国民性,'鲁迅,',武汉长江文艺出版社2008,鲁迅杂文,I210.4,I210.4/L890-48,chi,人文科学
余光中经典作品,'余光中,',北京当代世界出版社2004,文学,I217.2,I217.2/Y839/5,chi,人文科学
12类悬幻,阿西莫夫,北京中国书籍出版社2007,科幻小说,I14,I14/A945,chi,人文科学
鲁滨逊漂流记,笛福,上海东华大学出版社2007,英语,H319.4:I561,H319.4:I561/D428-7,chieng,人文科学
铁凝散文,'铁凝,',北京人民文学出版社2009,散文集,I267,I267/T425.0-9,chi,人文科学
'中文版PowerPoint97 快速培训教程',考克斯,北京机械工业出版社1998,'图形软件, PowerPoing',TP391.4,TP391.4/K174,chi,科学技术
陆小曼诗文,'陆小曼,',天津百花文艺出版社2002,文学作品,I216.2,I216.2/L895,chi,人文科学
鲁滨孙漂流记,'笛福,',天津天津科技翻译出版公司2003,英语,H319.4:I561,H319.4:I561/D227.2,chieng,人文科学
听说如流英语口语800句,王义静,大连大连理工大学出版社2002,英语,H319.9,H319.9/W169.4-1,chieng,人文科学
'伊索寓言 /','Aesop\'s fables',null,null,null,I545.74/A277-2,null,自然科学
茶馆,'老舍,',北京中国对外翻译出版公司1999,话剧,H319.4:I234,H319.4:I234/L177.0-3,chieng,人文科学
'Translation studies /','Bassnett, Susan.',null,null,null,H059/B177.7-3,null,自然科学
'Text analysis in translation :','Nord, Christiane.',null,null,null,H059/N762.1-1,null,自然科学
'Translation and language :','Fawcett, Peter D.',null,null,null,H059/F181.6-1,null,自然科学
日出,曹禺,北京外文出版社2001,话剧,H319.4:I234,H319.4:I234/C179.0,chieng,人文科学
